,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance,target
1129,1,1,1,1,2,3,0,1,1,0,2,1,0,0,0,3,2,0,2,0,1,0,4,67,1,14,2,2,1,10,1,7,2,2,41,0.0
1130,1,7,4,0,2,1,3,0,0,0,1,0,0,0,0,0,2,0,2,23,1,0,0,67,1,7,2,0,0,0,7,7,2,0,2,1.0
1131,1,7,3,1,3,1,2,0,0,0,0,0,0,1,1,0,2,1,3,3,0,0,1,89,1,7,2,0,1,13,5,8,1,2,7,1.0
1132,1,2,4,0,3,1,1,2,0,0,3,1,0,1,1,0,5,1,4,7,0,0,0,89,1,7,2,2,1,13,3,8,1,0,1,1.0
1133,1,4,3,0,3,0,2,1,1,0,1,1,0,1,1,0,2,0,3,0,0,0,2,40,3,22,2,2,1,11,5,18,1,0,1,1.0
1134,0,0,2,0,2,1,4,1,1,0,3,0,0,0,0,2,2,1,3,3,1,0,4,67,1,10,2,0,1,14,8,7,2,0,26,1.0
1135,0,4,2,1,3,1,2,0,1,1,0,0,0,0,0,0,2,1,3,3,1,0,4,67,1,18,3,2,1,14,4,8,2,3,12,1.0
1136,1,4,1,0,1,3,4,4,1,0,0,0,0,0,0,0,4,0,2,13,1,1,4,67,0,14,2,1,1,10,9,1,2,0,2,1.0
1137,1,3,0,1,1,0,2,3,1,0,0,0,0,0,1,2,5,0,1,12,1,1,4,89,0,10,2,1,0,3,5,1,2,2,31,1.0
1138,1,8,1,1,3,0,2,3,0,0,0,1,0,0,0,1,2,0,1,3,1,0,2,89,2,14,2,0,1,8,5,13,2,2,20,1.0
1139,0,3,2,1,4,1,4,2,1,0,2,1,0,0,1,1,4,0,4,15,1,0,2,67,4,14,2,1,1,11,8,24,2,2,20,0.0
1140,0,7,4,1,2,0,0,7,1,0,0,1,0,0,1,3,2,1,1,22,1,1,4,67,1,7,3,1,1,15,0,7,2,2,41,0.0
1141,1,3,2,0,2,0,2,2,0,0,0,0,0,0,1,1,4,0,2,13,1,0,3,89,1,18,2,1,0,1,5,7,2,0,46,1.0
1142,1,4,0,1,1,0,2,2,1,0,0,0,0,0,0,1,4,1,1,1,1,1,1,67,1,14,2,1,0,6,5,6,2,2,20,0.0
1143,1,8,1,0,3,0,4,3,1,0,1,0,0,0,1,2,2,0,4,5,1,0,3,67,1,18,2,1,1,11,9,8,2,0,26,1.0
1144,0,3,1,1,3,0,2,7,0,0,1,0,0,0,1,3,3,1,1,0,1,1,4,89,1,10,2,1,0,5,4,8,2,2,41,1.0
1145,1,4,0,0,2,0,3,3,1,0,0,1,0,1,1,0,2,1,2,2,0,1,0,89,1,22,1,2,0,7,7,7,1,0,1,0.0
1146,1,2,2,0,3,3,1,0,0,0,0,1,0,1,0,0,2,0,2,3,0,0,2,89,2,22,2,2,1,8,3,13,1,0,1,1.0
1147,1,5,4,0,4,3,2,2,1,0,2,1,0,1,1,0,4,1,4,7,0,0,1,67,4,18,2,2,1,15,5,24,1,0,1,1.0
1148,1,1,0,1,2,1,4,2,1,0,0,0,0,0,1,3,1,0,3,2,1,0,0,67,0,10,2,1,0,3,9,2,2,2,41,1.0
1149,1,7,1,0,2,0,2,4,1,0,1,0,0,1,0,0,5,1,1,16,0,1,4,89,1,18,2,2,0,6,5,7,1,0,1,0.0
1150,1,2,2,1,2,0,0,7,1,0,1,1,0,0,1,3,4,1,3,5,1,1,0,67,2,10,3,1,0,7,1,12,2,2,41,1.0
1151,1,2,3,1,2,1,0,1,1,0,2,0,0,1,0,0,4,1,3,3,0,0,2,40,1,7,3,0,1,14,1,7,1,2,7,0.0
1152,1,4,1,0,2,0,1,2,0,0,0,1,0,0,1,0,4,0,2,6,1,0,4,40,0,7,3,1,1,9,3,2,2,0,2,1.0
1153,0,4,0,0,3,0,1,6,0,0,0,0,0,1,1,0,5,1,1,17,0,1,2,89,2,18,1,0,0,5,2,13,1,0,1,1.0
1154,1,0,2,1,3,3,1,1,1,0,1,0,0,0,1,3,2,0,3,3,1,0,1,40,2,22,1,1,1,11,3,13,2,2,41,1.0
1155,1,1,1,1,2,0,2,6,0,0,0,0,0,0,0,3,2,1,3,0,1,0,0,40,1,22,2,1,0,4,5,7,2,2,41,1.0
1156,0,1,0,0,1,0,2,6,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,89,0,10,2,2,1,11,4,1,1,0,1,1.0
1157,0,4,4,0,3,0,1,4,1,0,3,1,0,1,1,0,5,0,3,1,0,1,4,89,2,7,3,0,0,3,2,13,1,0,1,1.0
1158,0,3,3,1,2,0,4,1,0,0,1,1,0,0,1,1,0,0,3,9,1,0,0,89,1,10,2,2,1,9,8,7,2,2,20,0.0
1159,1,8,0,1,2,0,0,3,1,0,2,0,0,0,1,2,2,0,3,14,1,0,1,40,2,18,3,1,1,11,1,12,2,2,31,1.0
1160,1,2,2,0,3,1,2,3,1,0,3,1,0,1,1,0,4,0,2,2,0,0,2,67,2,18,2,1,1,11,5,13,1,0,1,1.0
1161,0,0,4,1,1,4,4,2,1,0,0,0,0,1,1,0,2,0,2,3,1,0,0,40,1,22,1,0,0,3,8,6,3,2,9,0.0
1162,1,8,4,1,4,0,2,2,1,1,2,0,0,0,0,0,4,0,3,5,1,1,2,89,2,18,2,2,0,2,5,14,2,3,12,1.0
1163,1,6,3,1,3,0,0,7,0,0,2,0,0,0,1,1,3,1,3,6,1,1,0,67,3,22,2,1,1,13,1,18,2,2,20,0.0
1164,0,8,4,0,2,0,0,5,0,0,0,1,0,1,0,1,2,1,0,13,1,0,3,89,3,18,1,1,0,4,0,17,3,0,16,0.0
1165,1,1,1,1,1,1,4,4,1,0,1,1,0,0,0,0,1,0,2,23,1,0,0,40,1,10,1,1,0,2,9,6,2,2,8,1.0
1166,0,3,0,1,3,0,2,7,0,0,0,0,0,0,0,0,3,0,3,17,1,1,1,89,0,18,2,1,0,0,4,3,2,2,8,1.0
1167,1,1,1,1,2,1,2,2,1,1,2,1,0,0,0,0,4,0,3,13,1,1,0,40,1,14,2,0,0,2,5,7,2,3,12,0.0
1168,1,0,1,1,2,1,1,2,0,1,1,1,0,0,0,3,1,1,3,0,1,1,2,89,0,7,2,0,0,4,3,2,2,3,44,0.0
1169,0,8,3,1,2,1,4,7,0,1,2,0,0,0,0,0,4,0,3,7,1,0,3,40,1,7,1,0,0,0,8,7,2,3,12,1.0
1170,1,8,0,1,3,1,4,6,0,0,3,1,0,1,1,0,2,0,4,7,1,0,3,67,2,18,2,0,0,1,9,13,3,2,9,0.0
1171,0,1,2,0,4,0,3,2,1,1,2,0,0,0,1,2,4,0,3,13,1,0,2,67,1,22,3,0,1,11,6,9,2,1,29,1.0
1172,0,0,4,1,1,0,0,7,1,0,0,1,0,1,0,0,2,0,4,1,0,0,2,40,1,18,2,2,0,2,0,6,1,2,7,1.0
1173,0,4,2,1,2,0,3,7,1,0,1,1,0,0,0,1,4,1,3,0,0,1,3,89,0,10,1,1,0,6,6,2,0,2,18,1.0
1174,1,3,0,1,4,0,4,1,1,1,2,0,0,0,0,0,2,1,2,5,1,1,4,67,2,22,1,0,1,14,9,14,2,3,12,0.0
1175,1,0,2,1,3,1,4,2,0,0,3,1,0,0,1,3,4,0,4,0,1,0,4,89,2,14,2,1,1,9,9,13,2,2,41,1.0
1176,1,6,0,0,3,3,0,2,1,0,0,0,0,1,0,0,4,0,2,2,0,0,4,89,2,18,2,2,1,10,1,13,1,0,1,1.0
1177,0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,2,4,1,2,2,1,0,4,89,1,14,2,2,1,12,4,7,2,0,26,0.0
1178,0,2,1,0,2,1,1,1,1,0,3,1,0,1,1,0,2,0,4,7,0,0,0,67,2,18,1,2,0,3,2,12,1,0,1,1.0
1179,1,2,0,1,3,0,0,6,0,0,2,1,0,0,1,3,2,1,2,3,1,0,3,67,2,18,2,1,1,13,1,13,2,2,41,0.0
1180,0,6,0,0,1,0,2,2,0,0,4,0,0,0,1,0,1,0,2,1,1,0,2,67,1,18,2,2,0,1,4,6,2,0,2,0.0
1181,0,3,3,0,2,3,4,4,0,0,2,0,0,1,0,0,4,1,3,17,0,1,4,89,2,18,3,2,0,4,8,12,1,0,1,1.0
1182,0,1,1,1,1,2,4,4,0,1,0,1,0,0,0,0,4,0,2,2,1,1,4,40,0,22,1,2,1,8,8,1,2,3,12,0.0
1183,1,0,0,0,4,1,1,2,0,1,1,0,0,0,0,2,5,0,3,1,1,1,2,89,2,22,2,2,1,8,3,14,2,1,29,0.0
1184,0,5,3,1,2,0,2,3,1,0,1,1,0,0,1,3,5,1,3,5,1,1,3,89,0,14,2,1,0,7,4,2,2,2,41,1.0
1185,1,4,2,1,2,1,2,2,0,0,3,0,0,0,1,0,4,1,3,23,1,0,1,40,3,18,1,2,1,13,5,17,2,2,8,0.0
1186,1,5,0,0,2,1,4,1,1,0,0,0,0,1,0,0,2,0,3,3,0,1,0,89,2,18,3,0,1,10,9,12,1,0,1,1.0
1187,1,8,0,1,2,1,2,1,0,0,2,1,0,0,1,3,4,0,2,3,1,0,2,67,3,22,2,1,0,1,5,17,2,2,41,0.0
1188,1,5,1,0,1,0,2,5,1,0,1,1,0,1,1,0,3,0,1,0,0,1,3,67,1,7,3,0,0,3,5,6,1,0,1,1.0
1189,0,3,2,1,2,1,4,4,1,0,1,0,0,0,1,3,2,1,3,5,1,0,2,67,1,18,2,1,1,15,8,7,2,2,41,1.0
1190,1,3,1,0,2,1,2,6,1,0,0,1,0,0,1,2,2,1,2,2,1,1,3,89,2,7,3,2,0,7,5,12,2,0,26,1.0
1191,0,1,0,1,2,1,4,5,0,1,0,1,0,0,1,0,2,0,2,1,1,0,3,40,0,14,3,2,1,9,8,2,2,3,12,0.0
1192,1,3,3,1,4,0,3,3,0,0,1,1,0,0,1,0,4,0,3,0,1,1,4,89,2,10,2,2,1,9,7,14,2,2,8,1.0
1193,0,6,1,1,3,0,3,1,1,0,1,0,0,0,1,3,4,0,2,18,1,0,1,89,1,18,3,1,1,11,6,8,2,2,41,0.0
1194,1,4,0,0,1,0,2,2,1,0,0,0,0,0,1,1,4,0,1,1,1,1,2,67,1,14,2,2,0,3,5,6,2,0,46,0.0
1195,0,6,1,0,1,0,1,1,1,0,0,0,2,0,0,2,5,1,4,0,1,0,4,40,2,22,2,0,0,6,2,11,2,0,26,1.0
1196,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,4,0,3,3,0,0,0,89,0,14,2,2,1,9,1,1,0,0,14,0.0
1197,1,4,0,0,3,0,4,4,0,0,1,0,0,1,0,0,4,0,3,5,0,0,2,89,0,18,2,1,0,0,9,3,1,0,1,0.0
1198,1,3,4,0,3,0,4,7,1,0,2,1,0,0,0,3,2,0,3,2,1,1,2,40,1,18,2,1,1,10,9,8,2,0,36,1.0
1199,0,8,3,0,3,1,3,1,1,0,2,0,0,1,0,1,4,0,2,3,0,0,4,89,2,10,2,2,0,2,6,13,1,0,15,0.0
1200,1,7,1,0,1,0,2,3,1,0,1,0,0,0,1,2,4,0,3,18,1,1,2,67,1,14,2,0,1,11,5,6,2,0,26,1.0
1201,1,3,2,1,2,0,1,7,1,0,0,1,0,0,0,3,2,0,0,1,1,1,1,40,1,10,1,1,1,10,3,7,2,2,41,1.0
1202,1,5,0,0,4,3,4,3,1,0,2,1,0,0,1,2,4,1,4,5,1,0,0,67,4,7,2,0,1,15,9,24,2,0,26,0.0
1203,0,1,2,0,2,1,2,7,1,0,2,0,0,0,0,3,2,0,1,6,1,0,4,89,1,10,2,0,1,10,4,7,2,0,36,1.0
1204,0,3,3,1,2,3,1,3,0,0,1,1,0,0,0,0,4,1,1,5,1,0,3,67,2,14,3,1,0,4,2,12,2,2,8,1.0
1205,1,6,0,0,3,1,1,2,0,0,0,0,0,1,1,0,4,0,2,2,0,0,1,67,2,22,2,2,0,1,3,13,1,0,1,1.0
1206,0,3,1,1,3,0,2,3,1,0,0,1,0,0,0,2,4,1,4,3,1,1,1,67,1,22,2,2,0,6,4,8,2,2,31,0.0
1207,1,1,0,1,2,0,0,1,0,1,0,1,0,0,1,0,1,1,3,6,1,0,4,67,1,18,3,2,1,13,1,7,2,3,12,0.0
1208,0,0,4,0,3,1,4,2,0,0,2,0,0,1,1,0,0,1,3,0,0,1,4,67,3,7,2,0,1,13,8,18,1,0,1,1.0
1209,1,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,3,6,1,0,3,89,1,14,1,2,0,0,3,7,2,2,8,1.0
1210,0,2,0,1,1,1,2,3,0,1,1,1,0,0,0,0,1,1,2,5,1,0,0,67,0,7,2,0,1,12,4,1,2,3,12,1.0
1211,0,6,1,1,2,0,4,5,0,0,0,0,0,0,1,0,3,1,2,11,1,1,1,67,0,14,2,1,0,5,8,2,2,2,8,0.0
1212,1,0,0,1,0,1,2,7,1,0,0,1,0,0,1,0,3,0,1,17,1,1,1,89,0,18,1,1,0,3,5,0,2,2,8,0.0
1213,1,4,0,0,4,1,2,4,0,0,1,0,0,0,0,0,4,0,2,18,1,0,0,67,2,18,2,1,1,8,5,14,2,0,2,1.0
1214,0,4,0,1,2,1,2,2,1,1,3,0,0,0,0,0,4,0,3,6,1,0,0,67,1,22,2,0,1,10,4,7,2,3,12,0.0
1215,1,6,0,0,3,3,4,2,1,0,0,0,0,1,1,2,4,1,2,2,0,0,0,89,2,18,2,2,1,15,9,13,1,0,25,0.0
1216,1,3,2,1,2,0,1,4,0,0,1,1,0,0,0,3,4,1,2,13,1,1,4,89,2,14,2,1,0,4,3,12,2,2,41,0.0
1217,0,5,4,0,4,3,4,4,0,0,2,0,0,1,1,0,5,0,3,11,0,0,0,89,2,18,2,2,1,9,8,14,1,0,1,1.0
1218,1,1,1,1,3,3,3,3,0,0,0,1,0,0,1,0,4,0,1,14,1,0,3,67,2,10,2,1,1,9,7,13,2,2,8,0.0
1219,0,8,2,0,2,1,4,1,0,0,1,0,0,1,1,0,2,0,2,3,0,0,4,89,1,7,2,2,0,1,8,7,1,0,1,0.0
1220,0,1,4,0,2,0,2,7,0,0,0,0,0,0,0,2,2,0,2,3,1,0,0,89,2,14,1,2,1,8,4,12,2,0,26,1.0
1221,1,6,1,1,2,0,1,5,1,0,0,1,0,0,0,1,3,1,3,0,1,1,2,89,1,22,2,1,1,14,3,7,2,2,20,1.0
1222,1,7,1,1,3,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,1,0,4,89,1,22,2,1,1,12,3,8,2,2,8,0.0
1223,1,6,1,0,3,0,0,1,0,0,1,0,0,1,1,0,4,0,2,18,0,0,4,67,1,7,2,2,0,1,1,8,1,0,1,1.0
1224,0,3,2,0,4,1,2,2,1,0,2,1,0,0,0,3,4,1,4,15,1,0,4,89,4,18,2,1,0,6,4,24,2,0,36,1.0
1225,0,5,1,1,4,0,0,2,0,1,0,0,0,0,1,0,4,0,1,5,1,0,1,67,2,22,2,0,0,1,0,14,2,3,12,0.0
1226,1,8,1,1,3,0,0,3,1,0,1,1,0,0,0,3,2,0,2,5,1,0,3,67,1,18,1,1,1,10,1,8,2,2,41,1.0
1227,1,4,1,0,2,0,4,2,0,0,0,1,0,0,0,2,4,1,2,6,1,0,1,40,0,10,1,1,1,12,9,2,2,0,26,1.0
1228,1,3,0,0,1,1,2,1,1,0,1,0,0,1,0,0,1,0,1,3,0,0,3,40,0,18,2,2,0,2,5,1,1,0,1,1.0
1229,1,2,0,0,1,1,1,4,1,0,1,0,0,0,1,0,2,1,1,6,1,0,0,89,1,18,2,0,1,15,3,6,2,0,2,1.0
1230,0,6,2,1,3,0,4,3,0,0,2,1,0,1,1,0,4,0,3,2,0,0,0,89,3,14,2,2,1,9,8,18,1,2,7,1.0
1231,1,4,2,0,3,1,2,1,0,0,0,0,0,1,0,0,1,0,4,3,0,0,3,89,0,14,2,2,1,8,5,3,1,0,1,1.0
1232,1,1,0,1,2,1,2,3,0,0,3,0,0,0,0,0,2,0,4,6,1,0,2,40,0,18,1,2,0,0,5,2,2,2,8,0.0
1233,1,5,2,0,2,1,3,3,1,0,1,0,0,0,0,0,4,1,3,5,1,1,1,89,2,7,1,1,1,14,7,12,2,0,2,1.0
1234,0,3,4,0,4,1,2,2,0,0,4,0,0,0,1,3,2,0,4,8,1,0,3,89,4,18,2,1,1,9,4,24,2,0,36,0.0
1235,0,2,1,1,1,1,2,5,1,0,1,1,0,0,1,3,2,0,1,6,1,1,0,40,0,18,2,1,0,3,4,1,2,2,41,1.0
1236,0,3,2,0,2,0,0,2,0,0,1,1,0,1,1,0,3,0,2,0,0,0,4,89,2,18,2,2,0,1,0,12,1,0,1,0.0
1237,1,4,4,1,3,0,3,7,0,0,0,0,0,0,0,0,2,1,0,5,1,1,4,67,1,18,2,2,1,12,7,8,2,2,8,0.0
1238,0,4,1,0,2,3,2,7,1,0,2,0,0,0,1,3,4,0,3,3,0,0,1,89,0,10,1,1,0,3,4,2,0,0,34,1.0
1239,0,4,0,1,1,0,4,3,1,0,0,0,0,0,1,0,4,0,0,7,1,1,4,67,1,14,2,2,1,11,8,6,2,2,8,1.0
1240,0,2,1,0,0,3,2,2,0,0,1,1,0,1,0,0,5,0,2,15,0,0,2,67,0,14,3,2,1,8,4,0,1,0,1,0.0
1241,0,7,3,1,3,0,1,4,1,0,0,0,0,0,0,2,4,1,4,3,1,0,2,40,3,14,3,1,1,14,2,18,2,2,31,1.0
1242,0,2,2,1,2,1,2,3,1,0,2,0,0,0,0,3,3,0,2,23,1,0,1,67,0,18,2,1,0,2,4,2,2,2,41,1.0
1243,0,3,0,1,3,1,2,7,1,1,0,1,0,0,0,1,4,1,1,17,1,0,4,67,1,18,2,2,1,14,4,8,2,3,22,0.0
1244,0,1,0,0,4,1,3,1,0,0,2,1,0,0,1,3,3,1,4,23,1,0,3,89,1,10,2,2,1,13,6,9,2,0,36,0.0
1245,1,7,0,0,2,0,4,7,0,0,0,0,0,0,1,0,4,1,1,17,1,1,2,67,1,22,2,1,0,5,9,7,2,0,2,0.0
1246,1,2,4,0,4,1,4,4,0,1,0,1,0,1,0,0,2,0,4,3,1,0,1,67,3,18,1,0,1,8,9,19,3,1,46,1.0
1247,1,8,1,1,2,0,3,5,0,0,1,0,0,0,1,3,2,0,2,4,1,1,2,67,1,14,2,1,1,9,7,7,2,2,41,1.0
1248,1,1,3,0,4,0,2,2,1,0,3,0,0,0,1,3,4,0,2,10,1,1,0,89,3,22,2,1,1,11,5,19,2,0,36,1.0
1249,1,3,4,1,3,0,2,2,0,0,2,0,0,0,1,1,4,0,3,5,1,1,1,67,1,14,1,1,1,9,5,8,2,2,20,1.0
1250,1,0,2,0,2,1,2,1,1,0,3,0,0,1,1,0,2,0,3,3,0,0,2,40,1,22,1,0,0,3,5,7,1,0,1,1.0
1251,1,4,2,0,2,0,3,2,1,0,0,1,0,0,0,1,4,1,2,5,1,1,2,67,2,22,2,1,1,14,7,12,2,0,46,1.0
1252,1,5,4,1,3,1,2,2,0,0,2,0,0,0,1,3,5,1,3,5,1,0,0,67,2,22,2,1,1,13,5,13,2,2,41,0.0
1253,0,8,2,1,2,0,2,4,1,0,1,0,0,1,1,0,4,0,3,1,0,0,2,89,2,14,2,0,0,3,4,12,1,2,7,1.0
1254,0,2,0,1,1,3,2,0,0,0,0,0,0,0,1,3,2,0,2,3,1,0,4,40,0,18,3,0,1,9,4,1,2,2,41,0.0
1255,1,7,3,0,1,0,0,3,1,0,0,1,0,0,0,0,3,1,3,3,1,1,2,40,1,14,1,1,1,14,1,6,2,0,2,0.0
1256,0,2,2,0,2,1,2,3,1,0,0,1,0,1,1,0,1,0,2,8,0,0,4,67,1,22,3,2,1,11,4,7,1,0,1,1.0
1257,1,3,2,1,2,0,1,4,0,0,1,1,0,0,1,1,2,0,3,0,1,1,2,67,1,10,2,1,1,9,3,7,2,2,20,0.0
1258,1,2,2,0,3,0,0,5,1,0,0,0,0,0,1,3,2,1,4,1,1,1,4,40,1,10,2,1,1,15,1,8,2,0,36,1.0
1259,1,4,4,0,2,3,3,2,0,0,3,0,0,1,0,0,2,1,2,5,0,1,1,40,2,18,1,1,0,4,7,12,1,0,1,0.0
1260,0,6,2,1,3,0,4,3,0,0,2,0,0,0,0,2,4,1,3,2,1,0,0,67,3,18,3,0,1,12,8,18,2,2,31,0.0
1261,0,6,3,1,2,0,1,3,1,0,0,1,0,0,1,0,5,1,3,3,1,1,3,89,1,14,2,2,0,7,2,7,2,2,8,0.0
1262,1,4,3,1,2,1,2,1,1,0,0,1,0,0,1,3,4,0,2,0,1,1,3,67,1,22,2,2,0,3,5,7,2,2,41,0.0
1263,0,8,3,0,2,1,4,7,0,0,2,1,0,0,1,0,4,1,3,7,1,0,2,40,1,7,3,2,0,5,8,7,2,0,2,1.0
1264,1,4,0,1,3,3,0,1,0,0,1,0,0,0,1,1,2,1,2,2,1,0,1,89,2,10,2,1,0,5,1,13,2,2,20,1.0
1265,1,5,1,1,3,1,2,2,0,0,3,0,0,0,1,0,2,1,4,16,1,0,0,89,1,18,1,2,0,5,5,8,2,2,8,0.0
1266,1,8,1,1,2,3,0,1,0,1,1,1,0,0,1,3,3,0,4,7,1,0,3,67,1,7,1,1,0,1,1,7,2,3,44,0.0
1267,0,3,1,1,1,1,1,6,1,0,0,1,0,0,0,3,4,1,1,1,1,0,1,89,0,10,2,1,1,14,2,1,2,2,41,1.0
1268,1,0,4,1,1,1,0,7,1,0,0,1,0,1,1,1,5,0,2,0,0,0,4,40,1,7,2,2,1,11,1,6,1,2,19,0.0
1269,1,2,1,0,2,0,4,1,0,0,0,1,0,1,0,0,2,1,2,0,0,1,0,40,0,18,2,2,0,4,9,2,1,0,1,1.0
1270,0,4,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,1,3,21,1,1,3,89,1,18,1,2,0,6,0,8,3,0,3,1.0
1271,1,2,2,1,1,0,2,2,0,0,1,0,0,1,1,3,4,0,2,4,0,1,1,89,1,18,2,2,0,1,5,6,1,2,40,1.0
1272,0,0,0,1,1,1,4,2,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,89,1,14,3,1,0,0,8,6,2,2,8,1.0
1273,0,8,0,1,2,1,1,1,1,0,1,0,0,0,0,3,2,0,4,2,1,0,2,89,1,10,3,1,1,10,2,7,2,2,41,1.0
1274,0,8,1,0,3,0,2,3,0,0,1,1,0,1,0,0,2,0,4,5,0,0,4,40,1,7,1,0,0,0,4,8,1,0,1,1.0
1275,1,2,3,0,2,1,2,1,1,0,3,0,0,0,0,3,4,0,3,3,1,1,3,67,0,14,2,1,1,10,5,2,2,0,36,1.0
1276,0,3,4,0,2,1,2,3,1,0,3,0,0,0,0,3,2,0,4,2,1,0,2,67,1,14,1,2,1,10,4,7,2,0,36,1.0
1277,0,0,2,0,2,1,4,3,0,0,1,0,0,1,0,2,4,1,4,0,0,0,1,40,0,7,2,0,1,12,8,2,1,0,25,1.0
1278,1,5,0,0,4,3,4,5,1,0,1,0,0,0,1,3,4,0,2,2,1,0,3,67,2,10,1,1,0,3,9,14,2,0,36,1.0
1279,1,1,1,1,1,1,2,3,1,1,2,0,0,0,0,3,2,1,3,0,1,0,4,40,0,7,2,0,1,14,5,1,2,3,44,0.0
1280,0,1,2,1,2,0,1,3,1,0,0,1,0,0,0,1,5,1,1,13,1,1,4,67,2,18,1,1,1,14,2,12,2,2,20,0.0
1281,1,5,0,1,2,0,3,6,0,0,2,0,0,0,0,3,2,0,2,5,1,0,1,89,1,10,2,0,1,8,7,7,2,2,41,1.0
1282,0,2,1,1,1,1,4,3,0,0,0,0,0,1,0,0,4,1,1,6,0,0,3,40,1,7,3,0,1,12,8,6,1,2,7,1.0
1283,1,8,0,1,3,3,1,7,0,0,4,0,0,0,1,3,4,0,2,22,1,1,3,67,2,14,2,2,0,1,3,13,2,2,41,1.0
1284,1,8,4,1,3,0,4,2,1,0,2,1,0,0,1,3,4,0,3,5,1,0,1,40,1,22,1,1,1,11,9,8,2,2,41,1.0
1285,0,5,0,1,1,3,3,5,1,0,2,0,0,0,1,1,2,0,2,3,1,0,4,89,1,22,2,0,1,11,6,6,2,2,20,1.0
1286,1,1,3,0,2,0,0,2,1,0,2,1,0,0,1,0,4,1,2,7,1,1,1,40,1,14,1,1,0,7,1,7,2,0,2,1.0
1287,1,7,3,1,3,3,1,2,1,0,2,0,0,0,1,1,4,1,3,15,0,0,4,67,0,10,1,2,1,15,3,3,0,2,18,0.0
1288,0,2,0,0,2,0,4,1,0,0,0,0,0,0,0,0,2,1,2,13,1,0,1,67,1,7,1,0,0,4,8,7,2,0,2,0.0
1289,1,2,1,1,2,1,4,1,0,0,3,0,0,0,0,1,2,1,4,7,1,0,0,89,2,14,2,1,1,12,9,12,2,2,20,1.0
1290,0,1,4,0,2,3,2,7,0,0,1,0,0,0,0,1,4,1,3,7,1,0,2,89,2,10,1,0,1,12,4,12,2,0,46,1.0
1291,0,4,2,0,3,0,4,3,1,0,2,0,0,1,1,0,2,0,4,2,0,0,3,89,2,22,2,0,1,11,8,13,1,0,1,0.0
1292,0,6,3,0,3,3,0,4,0,0,0,0,0,0,1,0,3,1,1,3,1,0,2,89,2,14,2,1,0,5,0,13,2,0,2,1.0
1293,0,8,3,1,3,0,1,4,0,0,0,0,0,0,0,3,5,0,2,4,1,1,4,67,2,14,2,1,1,8,2,13,2,2,41,1.0
1294,0,1,3,0,3,3,4,2,1,0,2,0,0,0,0,3,2,0,2,16,1,1,2,67,1,18,3,1,0,2,8,8,2,0,36,1.0
1295,1,0,1,1,3,1,1,4,0,0,0,0,0,1,1,3,5,1,1,0,0,0,1,40,1,7,1,0,0,5,3,8,1,2,40,1.0
1296,1,2,3,0,2,1,4,1,0,0,2,0,0,0,0,3,4,0,2,3,1,0,2,40,1,14,1,1,1,8,9,7,2,0,36,1.0
1297,1,8,0,0,2,1,2,2,0,0,0,0,0,0,0,3,4,1,2,2,1,0,4,89,0,18,2,0,0,4,5,2,2,0,36,1.0
1298,1,5,4,0,4,3,1,4,1,0,2,0,0,1,1,0,5,0,3,11,0,0,3,89,2,10,2,0,1,11,3,14,1,0,1,1.0
1299,0,3,0,0,2,0,2,4,0,0,2,0,0,0,0,3,2,0,3,14,1,1,0,89,1,22,2,1,0,0,4,7,2,0,36,0.0
1300,0,3,2,0,3,3,1,1,0,0,0,1,0,0,1,1,1,1,2,3,1,0,1,89,0,10,2,1,0,5,2,3,2,0,46,1.0
1301,1,2,4,0,4,0,4,1,1,0,0,1,0,0,0,0,2,0,2,3,1,1,0,40,2,7,1,0,1,10,9,14,2,0,2,1.0
1302,0,3,0,1,3,3,1,5,1,0,0,0,0,0,1,3,2,0,3,0,1,0,4,67,2,10,1,0,1,11,2,13,2,2,41,1.0
1303,1,2,0,1,2,1,1,6,1,0,2,1,0,0,1,3,2,0,3,21,1,0,4,89,2,14,2,1,1,11,3,12,2,2,41,1.0
1304,1,1,1,1,2,3,1,1,1,1,2,0,0,0,1,0,2,1,2,23,1,0,4,89,0,7,2,0,1,15,3,2,2,3,12,1.0
