,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,target,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance
871,1,1,4,1,4,2,2,4,1,0,0,1,0,0,0,0,5,0,4,3,1,1,0,67,2,7,2,0,0,0,2,5,14,2,2,8
872,1,3,4,0,4,3,2,0,0,0,0,1,0,1,0,0,2,1,4,13,0,1,2,40,1,14,1,0,0,0,4,5,9,1,0,1
873,1,1,0,0,2,1,0,1,1,0,2,0,0,0,1,2,1,0,1,2,1,1,0,89,3,14,3,1,0,1,3,1,17,2,0,26
874,0,8,2,1,3,0,1,3,0,0,1,0,0,0,0,3,5,0,3,5,1,1,4,89,3,10,2,1,1,0,8,2,18,2,2,41
875,1,2,2,1,2,0,4,5,0,0,0,1,0,0,0,1,4,0,2,13,1,1,2,89,2,10,1,1,1,1,8,9,12,2,2,20
876,0,5,1,0,1,0,1,3,0,0,0,1,0,1,1,0,5,0,2,0,0,1,4,89,1,7,2,0,1,1,9,2,6,1,0,1
877,0,0,3,1,4,1,2,7,0,0,0,1,0,1,1,2,5,1,2,13,1,0,1,40,2,7,2,1,0,0,5,4,14,3,2,50
878,0,0,4,1,1,1,2,7,1,0,0,0,0,0,1,0,5,0,2,0,1,0,3,67,1,18,2,0,1,1,11,4,6,2,2,8
879,1,4,2,0,2,0,2,1,0,0,0,1,0,0,1,1,3,0,2,0,1,1,1,67,1,10,3,1,1,1,9,5,7,2,0,46
880,1,1,2,1,2,2,3,3,1,0,1,0,0,0,0,0,4,0,2,9,1,1,3,67,1,18,2,0,1,0,10,7,7,2,2,8
881,1,3,1,1,2,0,0,5,1,0,2,0,0,0,0,3,5,1,4,12,1,0,4,67,1,10,3,1,0,1,6,1,7,2,2,41
882,0,1,2,0,2,0,0,1,0,0,1,1,0,0,1,2,2,1,2,8,1,0,1,40,1,10,2,1,1,1,13,0,7,2,0,26
883,0,7,0,0,2,0,2,7,1,0,0,0,0,0,1,3,4,0,1,17,1,1,4,89,1,10,3,1,0,0,3,4,7,2,0,36
884,0,5,1,1,2,1,2,2,0,0,1,1,0,0,1,3,2,0,1,5,1,0,1,40,1,14,1,1,1,0,9,4,7,2,2,41
885,1,0,3,1,3,1,2,1,0,0,4,1,0,0,1,3,2,0,3,3,1,0,3,89,2,14,2,1,1,1,9,5,13,2,2,41
886,0,7,3,0,3,1,4,0,0,0,0,0,0,1,1,0,2,0,3,3,0,0,2,89,1,18,2,2,0,1,1,8,8,1,0,1
887,0,2,0,1,1,3,0,0,1,0,0,1,0,0,1,1,2,0,2,3,1,0,1,40,0,22,1,2,1,0,11,0,1,2,2,20
888,0,7,1,0,1,1,2,1,0,0,2,0,0,1,0,0,4,0,1,11,0,0,0,40,1,7,3,1,0,0,0,4,6,1,0,1
889,0,1,4,0,2,2,1,5,1,0,0,1,0,1,0,0,4,1,1,1,0,1,2,89,0,7,2,0,0,0,6,2,2,1,0,1
890,0,1,3,0,4,0,4,7,0,0,1,1,0,0,0,0,4,0,3,13,1,1,1,40,1,22,1,2,0,0,0,8,9,2,0,2
891,0,0,3,1,4,1,2,1,0,0,2,1,0,0,1,3,1,1,4,0,1,0,4,67,3,10,3,1,1,1,13,4,19,2,2,41
892,1,6,0,1,2,1,0,1,0,1,2,0,0,0,0,0,2,1,1,7,1,0,2,89,1,7,2,0,1,1,12,1,7,2,3,12
893,0,4,1,1,1,3,1,6,1,0,0,0,0,0,0,0,4,0,3,3,0,1,1,89,1,22,2,2,1,0,10,2,6,0,2,6
894,1,2,4,1,3,1,2,2,1,0,3,0,0,0,1,0,5,1,4,7,1,0,0,67,1,7,2,2,1,1,15,5,8,2,2,8
895,0,0,2,0,2,1,2,3,0,0,1,0,0,0,1,0,4,1,4,0,1,0,1,67,0,10,2,1,0,0,5,4,2,2,0,2
896,0,8,0,0,3,0,2,4,1,0,0,1,0,0,0,2,2,1,3,3,1,0,0,67,2,18,2,1,1,0,14,4,13,2,0,26
897,1,1,1,1,2,0,0,6,1,1,0,0,0,0,0,2,2,1,3,0,1,0,1,67,1,10,2,2,0,0,6,1,7,2,3,32
898,1,8,4,0,3,0,4,5,0,0,1,1,0,1,1,0,5,1,3,23,0,1,1,89,3,7,2,2,1,1,13,9,18,1,0,1
899,1,3,4,1,4,1,0,2,0,1,4,0,0,0,1,0,2,0,4,8,1,0,2,67,4,18,2,0,0,1,1,1,24,2,3,12
900,0,1,0,0,4,0,4,7,1,0,2,0,0,0,1,3,3,0,1,7,0,1,2,89,1,14,3,1,1,1,11,8,9,0,0,34
901,1,5,2,0,2,3,2,4,1,0,2,1,0,1,1,0,4,1,2,8,0,0,2,89,1,7,2,0,0,1,7,5,7,1,0,1
902,0,1,2,0,3,3,2,1,1,0,3,0,0,0,1,3,2,0,3,3,1,0,2,89,2,10,3,1,0,1,3,4,13,2,0,36
903,0,1,2,0,2,3,4,2,0,0,2,0,0,0,1,2,3,0,3,7,1,0,0,40,0,10,2,2,1,1,9,8,2,2,0,26
904,1,2,1,1,2,1,1,1,1,0,0,0,0,0,1,2,4,0,3,16,1,1,0,40,1,7,2,1,0,1,3,3,7,2,2,31
905,1,2,2,1,2,1,3,3,0,0,0,1,0,0,1,0,1,1,2,8,1,0,1,89,2,7,2,0,0,1,5,7,12,2,2,8
906,1,1,4,0,4,0,1,2,1,0,1,0,0,1,0,3,4,0,2,5,0,0,1,89,2,10,2,0,0,0,2,3,14,1,0,35
907,1,3,3,0,2,1,1,3,0,0,1,1,0,0,0,0,4,0,2,0,1,1,2,89,2,7,1,2,1,1,8,3,12,2,0,2
908,0,0,4,1,2,0,1,1,0,0,1,1,0,0,1,0,2,0,3,3,1,0,3,67,2,7,2,0,1,0,9,2,12,2,2,8
909,0,5,2,1,3,0,4,5,0,0,2,0,0,0,1,1,5,0,2,7,1,1,1,67,1,10,2,1,1,1,9,8,8,2,2,20
910,0,1,4,0,4,1,1,2,1,0,1,0,0,0,0,0,4,0,4,3,1,0,4,67,1,14,3,1,1,1,10,2,9,2,0,2
911,0,1,2,1,3,0,3,0,0,0,0,1,0,0,0,0,2,0,2,2,1,0,2,89,2,18,1,0,0,1,0,6,13,2,2,8
912,0,1,1,1,2,3,0,7,0,0,3,0,0,0,1,0,2,0,2,10,1,1,1,89,1,7,2,2,1,0,9,0,7,2,2,8
913,1,8,1,1,3,0,3,3,0,1,1,1,0,0,0,0,2,0,4,5,1,0,1,89,1,7,1,0,0,0,0,7,8,2,3,12
914,0,4,0,1,2,1,4,2,1,0,2,1,0,0,1,3,4,1,3,13,1,0,0,89,1,18,2,1,1,1,15,8,7,2,2,41
915,1,4,4,0,4,1,1,1,0,0,1,1,0,0,0,0,4,1,4,4,1,0,4,67,3,7,2,2,0,1,4,3,19,2,0,2
916,0,0,2,0,2,1,2,3,0,0,1,0,0,0,1,3,4,0,4,0,1,0,1,67,0,14,2,1,0,1,1,4,2,2,0,36
917,1,1,0,1,3,1,4,7,0,0,0,1,0,0,1,3,5,1,3,13,1,0,4,89,1,14,2,1,0,0,5,9,8,2,2,41
918,1,1,2,1,2,0,0,3,0,0,0,0,0,0,0,1,5,0,1,13,1,1,2,67,2,18,1,1,1,0,8,1,12,2,2,20
919,1,4,3,1,2,1,3,1,0,0,0,0,0,0,1,0,2,1,3,3,1,0,4,67,1,10,2,1,0,0,5,7,7,2,2,8
920,0,3,1,0,1,1,2,1,0,0,0,1,2,0,1,1,3,0,2,5,1,0,3,67,1,18,2,0,0,1,1,4,6,2,0,46
921,1,1,2,0,2,1,4,1,1,0,0,1,0,0,1,2,4,1,4,1,1,0,0,40,2,14,3,1,0,0,7,9,12,2,0,26
922,1,4,4,0,4,0,0,7,1,1,0,1,0,0,0,1,4,0,1,21,1,1,0,89,1,10,2,1,0,0,2,1,9,2,1,17
923,0,0,3,1,4,1,4,0,0,0,2,1,0,1,0,0,2,1,2,3,0,0,4,89,3,7,2,0,0,1,4,8,19,1,2,7
924,1,4,0,0,1,1,0,2,1,0,3,0,0,0,1,3,4,1,2,5,1,0,3,89,4,10,2,1,0,1,7,1,21,2,0,36
925,1,0,0,0,1,4,2,7,1,0,0,1,0,0,1,0,2,1,2,10,1,0,1,89,1,10,2,1,0,0,7,5,6,2,0,2
926,1,5,2,0,4,0,2,5,0,0,3,1,0,1,1,0,4,1,3,6,0,0,4,89,1,18,2,2,0,0,5,5,9,1,0,1
927,0,1,0,0,3,0,2,7,1,0,0,0,0,1,1,0,4,1,2,17,1,0,2,89,1,18,2,2,1,0,15,4,8,3,0,3
928,0,5,1,1,3,0,2,4,1,0,2,0,0,0,0,1,3,0,2,24,1,1,2,40,1,7,1,0,1,0,10,4,8,2,2,20
929,0,2,0,1,0,1,3,0,0,0,0,0,0,0,1,3,2,0,1,3,1,0,3,67,0,22,3,1,1,0,9,6,0,2,2,41
930,1,0,1,0,2,2,2,5,1,0,0,1,0,0,0,0,4,1,3,21,1,1,1,67,1,7,2,2,1,0,14,5,7,2,0,2
931,0,2,2,1,2,1,2,2,1,1,0,1,0,0,1,0,4,0,1,13,1,0,4,89,1,7,2,0,1,0,11,4,7,2,3,12
932,1,0,2,1,4,1,0,1,1,1,1,1,0,0,1,0,2,1,3,9,1,0,2,67,1,18,2,1,1,1,15,1,9,2,3,12
933,1,6,0,1,3,1,0,2,1,1,0,0,0,0,1,2,4,0,3,2,1,0,3,67,1,22,2,2,1,1,11,1,8,2,3,32
934,0,6,0,0,1,0,4,2,0,0,4,0,0,0,1,2,1,0,2,1,1,0,2,89,1,18,2,1,1,1,9,8,6,2,0,26
935,0,7,2,1,1,0,1,6,1,0,1,0,0,0,0,1,5,1,2,7,1,1,0,89,2,10,2,1,0,1,6,2,11,2,2,20
936,0,7,2,1,3,0,0,3,0,0,0,0,0,0,1,2,1,1,1,5,1,1,4,40,1,18,2,2,0,0,5,0,8,2,2,31
937,1,5,0,1,2,1,4,7,0,0,0,0,0,0,1,0,4,1,3,6,1,1,0,67,1,22,2,1,0,0,5,9,7,2,2,8
938,1,4,1,0,2,0,0,7,1,0,1,0,0,0,1,2,5,1,1,17,1,0,2,40,1,18,2,2,0,0,7,1,7,2,0,26
939,1,5,1,0,2,0,0,5,0,0,1,0,0,0,0,0,5,0,1,18,1,0,3,67,1,7,3,2,1,1,8,1,7,2,0,2
940,0,2,2,1,2,3,3,1,1,0,2,1,0,1,1,2,4,0,1,13,0,0,2,40,0,18,2,2,1,1,11,6,2,1,2,30
941,1,7,1,1,3,0,3,4,1,0,1,1,0,0,0,1,5,0,2,15,1,1,1,67,1,22,1,2,0,0,2,7,8,2,2,20
942,1,3,1,0,2,1,0,1,1,0,2,1,0,0,1,0,4,1,3,6,1,0,2,67,1,14,2,1,0,1,7,1,7,2,0,2
943,0,2,0,1,1,0,0,2,1,0,0,1,0,0,0,1,2,1,2,0,1,1,4,40,0,18,2,2,1,0,14,0,1,2,2,20
944,0,4,1,0,1,0,0,7,1,0,1,0,0,0,0,0,5,0,1,17,1,0,2,67,1,22,3,0,0,0,2,0,6,2,0,2
945,0,3,0,0,3,0,1,7,1,0,0,1,0,0,1,2,3,0,3,17,1,1,3,67,0,18,3,1,1,1,11,2,3,2,0,26
946,1,4,1,0,2,3,0,0,1,0,0,1,0,0,1,3,3,0,2,5,1,0,3,89,1,10,2,0,1,1,11,1,7,2,0,36
947,1,3,0,1,3,0,0,7,1,0,0,0,0,0,1,3,3,1,3,17,1,1,4,67,0,10,3,1,1,1,15,1,3,2,2,41
948,1,1,0,1,2,0,0,2,0,1,2,1,0,0,0,0,2,1,3,14,0,0,0,89,2,7,1,2,0,1,4,1,12,0,3,10
949,0,6,2,0,2,1,2,4,1,0,3,1,0,0,1,0,4,1,2,0,1,0,0,89,1,18,2,1,1,1,15,4,7,2,0,2
950,0,3,2,0,2,0,2,2,0,0,1,0,0,0,1,2,4,1,2,9,1,0,3,89,1,10,2,0,0,1,5,4,7,2,0,26
951,1,2,4,1,3,1,1,2,1,1,3,0,0,0,0,3,5,1,4,7,1,0,4,89,1,10,2,2,1,1,14,3,8,2,3,44
952,1,4,0,1,4,1,0,1,0,0,0,0,0,1,1,0,2,1,0,3,0,0,1,89,1,22,2,2,0,0,5,1,9,1,2,7
953,1,5,1,0,1,0,4,5,0,0,1,1,0,0,1,3,3,1,1,0,1,1,3,89,1,14,1,1,0,1,5,9,6,2,0,36
954,1,6,0,0,2,0,4,4,0,0,1,1,0,0,1,3,3,1,3,15,1,1,4,67,1,18,2,1,0,0,5,9,7,2,0,36
955,1,2,2,0,1,0,3,6,0,0,3,0,0,1,1,0,5,1,2,2,1,1,4,89,0,10,2,0,0,0,5,7,1,3,0,3
956,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,2,2,1,1,3,1,0,1,67,1,10,2,1,0,0,5,2,6,2,2,31
957,0,3,3,1,2,3,1,1,0,0,0,1,0,0,1,2,4,1,3,2,1,0,1,89,1,10,2,2,1,0,13,2,7,2,2,31
958,1,4,1,0,2,0,2,2,1,0,0,1,0,0,1,0,4,0,1,7,1,1,3,67,1,18,2,1,0,1,3,5,7,2,0,2
959,0,8,2,1,2,0,1,5,1,0,0,1,3,0,0,3,4,1,2,11,1,1,0,89,1,18,2,1,1,0,14,2,7,2,2,41
960,1,6,2,1,4,0,0,7,0,0,2,0,0,0,1,2,4,0,3,3,1,1,2,67,3,22,3,1,1,1,9,1,19,2,2,31
961,1,8,2,0,2,1,1,2,1,0,3,1,0,0,0,0,2,0,1,6,1,0,3,89,1,10,2,2,0,1,2,3,7,2,0,2
962,0,1,0,1,2,3,2,3,0,0,0,1,0,0,1,0,4,1,2,0,1,1,4,67,0,18,3,0,0,0,5,4,2,2,2,8
963,1,6,1,1,2,1,0,0,1,0,1,1,0,1,0,0,4,0,1,16,0,1,1,89,1,7,2,2,0,0,2,1,7,1,2,7
964,0,2,2,1,4,1,2,1,0,0,1,1,0,1,0,0,4,1,4,2,0,0,2,89,2,14,2,1,0,0,4,4,14,1,2,7
965,0,4,3,1,3,1,2,3,1,1,2,1,0,0,0,0,5,0,3,9,1,0,1,89,3,7,2,2,0,1,2,4,18,2,3,12
966,1,5,1,1,3,3,2,2,1,0,2,1,0,0,1,3,5,0,2,5,1,0,3,40,2,10,3,1,0,0,3,5,13,2,2,41
967,0,2,0,1,1,1,1,4,0,0,1,1,0,0,1,0,2,0,1,6,1,0,2,67,1,10,3,1,0,1,1,2,6,2,2,8
968,1,0,3,0,3,1,1,1,1,0,0,0,0,1,1,0,2,0,3,5,0,0,2,67,0,22,3,2,0,1,3,3,3,1,0,1
969,0,8,4,1,4,0,0,2,0,0,2,0,0,0,1,1,4,0,3,5,1,1,4,67,2,14,3,1,1,1,9,0,14,2,2,20
970,0,8,2,1,1,1,3,1,1,0,1,0,0,0,0,0,2,0,2,3,1,0,0,89,1,14,3,2,1,1,10,6,6,2,2,8
971,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,2,0,1,3,1,0,4,67,2,14,3,1,0,1,2,2,12,2,0,2
972,1,6,1,0,2,3,2,1,0,0,2,0,0,1,1,0,4,0,3,4,0,0,0,89,2,18,2,2,1,0,9,5,12,1,0,1
973,1,1,3,1,2,1,2,2,1,0,1,0,4,0,0,3,5,0,3,2,1,0,2,89,0,22,2,1,1,1,10,5,2,2,2,41
974,0,3,0,0,1,1,0,3,1,0,1,1,0,1,0,0,5,0,1,6,1,0,1,89,0,18,2,1,0,0,2,0,1,3,0,3
975,0,4,1,1,2,2,1,5,0,0,1,0,0,0,0,3,2,1,2,16,1,1,2,89,2,10,2,1,0,1,4,2,12,2,2,41
976,0,2,0,1,2,3,1,1,0,0,0,1,0,1,1,2,4,1,2,0,0,0,1,67,1,18,2,0,0,0,5,2,7,1,2,30
977,0,0,2,0,3,3,4,5,0,0,0,0,0,0,1,0,2,0,2,0,1,1,2,40,1,22,3,1,0,1,1,8,8,2,0,2
978,0,8,2,1,3,0,4,2,1,0,2,0,0,0,0,1,5,0,2,18,1,0,1,67,3,14,1,1,1,1,10,8,18,2,2,20
979,0,3,2,1,2,0,0,2,1,0,1,1,0,0,1,1,3,1,2,0,1,0,1,40,2,10,2,1,1,0,15,0,12,2,2,20
980,1,5,1,1,2,1,0,1,1,0,2,1,0,1,1,2,3,0,3,6,1,0,0,67,1,14,2,2,1,0,11,1,7,3,2,50
981,0,4,2,1,2,1,2,0,0,0,3,1,0,0,0,0,4,1,1,17,1,1,3,89,1,10,3,2,1,1,12,4,7,2,2,8
982,1,3,1,0,1,3,2,2,0,0,1,1,0,0,1,3,5,1,2,11,1,0,4,40,0,22,2,1,1,0,13,5,1,2,0,36
983,0,1,2,1,2,1,2,1,0,1,0,1,0,0,1,0,2,1,3,2,1,0,0,89,0,18,3,2,1,0,13,4,2,2,3,12
984,0,7,2,0,3,0,2,3,0,0,1,0,0,0,0,0,5,0,2,23,1,1,4,67,1,10,3,0,0,0,0,4,8,2,0,2
985,1,2,1,0,2,1,0,7,1,0,0,0,0,1,0,2,4,1,2,2,0,0,2,67,2,18,1,0,1,1,14,1,12,1,0,25
986,0,0,3,1,3,3,0,0,0,0,0,0,0,0,0,3,1,1,2,3,1,0,2,67,1,22,1,1,1,0,12,0,8,2,2,41
987,1,2,1,0,3,3,2,3,0,0,3,1,0,0,0,3,4,1,2,7,1,1,0,67,2,14,2,1,0,0,4,5,13,2,0,36
988,0,5,0,1,2,2,1,5,1,1,0,0,0,0,0,0,4,1,3,2,1,1,0,89,0,7,2,0,1,1,14,2,2,2,3,12
989,0,1,2,0,3,3,2,1,1,0,3,0,0,0,1,3,2,0,3,3,1,0,3,67,2,10,2,1,0,1,3,4,13,2,0,36
990,0,8,2,1,3,0,2,2,0,0,2,1,0,0,0,0,4,0,3,5,1,1,3,89,1,10,1,1,1,1,8,4,8,2,2,8
991,1,8,4,0,4,0,1,2,0,0,2,0,0,1,0,0,4,0,3,5,0,1,4,89,3,10,2,0,1,1,8,3,19,1,0,1
992,1,3,1,0,2,1,1,3,1,0,1,1,0,1,1,0,4,1,3,19,0,1,2,89,1,10,3,0,0,1,7,3,7,1,0,1
993,1,4,2,1,3,1,1,1,0,1,0,0,0,0,0,0,1,1,4,3,1,0,2,89,0,7,2,0,1,1,12,3,3,2,3,12
994,1,2,3,0,0,1,2,1,0,0,2,0,0,1,1,2,2,0,1,22,0,1,2,89,0,7,2,0,1,1,9,5,0,1,0,25
995,1,4,0,1,1,1,2,2,1,0,0,0,0,1,0,3,4,0,3,2,1,0,4,89,2,14,1,1,1,1,10,5,11,3,2,42
996,0,7,2,0,2,1,0,7,1,0,2,1,0,1,0,0,5,1,1,13,0,0,1,89,1,18,2,2,0,0,6,0,7,1,0,1
997,0,4,0,1,4,1,3,1,1,0,0,1,0,0,1,3,2,1,0,3,1,0,3,89,1,7,2,0,0,0,7,6,9,2,2,41
998,0,2,2,0,2,1,2,2,0,0,0,0,0,0,0,0,4,1,1,13,1,0,1,67,1,18,2,2,1,1,12,4,7,2,0,2
999,1,4,4,0,2,0,4,6,0,0,0,0,0,0,1,1,4,0,2,13,1,1,0,89,1,7,2,2,1,1,9,9,7,2,0,46
1000,0,3,1,0,2,0,1,7,0,0,0,1,0,1,0,0,4,1,2,0,0,1,2,89,2,18,2,0,1,1,12,2,12,1,0,1
1001,0,2,3,1,3,1,2,3,1,0,1,1,0,0,0,0,4,1,1,13,1,0,1,40,2,22,1,2,1,0,14,4,13,2,2,8
1002,1,8,4,1,4,0,4,2,1,0,2,0,0,0,1,1,4,0,3,5,1,1,0,89,2,10,1,2,0,1,3,9,14,2,2,20
1003,1,7,0,1,4,0,2,3,1,0,0,0,0,0,0,0,5,0,3,7,1,1,0,67,3,7,2,0,1,0,10,5,19,2,2,8
1004,1,1,2,0,3,1,2,2,1,0,3,0,0,1,1,3,0,1,2,10,0,1,2,89,3,14,2,1,1,1,15,5,18,1,0,35
1005,0,4,0,1,4,1,3,1,0,1,0,1,0,0,0,0,2,1,0,3,1,0,4,89,1,7,3,0,1,1,12,6,9,2,3,12
1006,0,0,1,0,2,1,2,2,0,0,1,0,0,1,0,0,1,0,3,0,1,1,4,89,0,18,1,1,0,0,0,4,2,3,0,3
1007,0,5,3,1,2,0,0,3,1,0,1,1,0,1,0,0,5,1,3,5,0,1,3,89,0,22,3,2,1,0,14,0,2,1,2,7
1008,1,3,0,1,3,2,3,2,0,0,2,1,0,0,1,0,5,1,3,0,0,1,2,89,2,7,2,0,0,1,5,7,13,0,2,6
1009,1,0,2,0,3,3,1,1,1,0,1,0,0,1,0,1,2,1,3,3,0,0,3,89,0,7,1,0,0,1,6,3,3,1,0,15
1010,0,8,1,1,2,1,3,5,0,0,0,1,0,1,1,3,4,0,1,3,0,1,0,40,2,14,2,1,1,0,9,6,12,1,2,40
1011,1,1,4,1,2,0,0,4,1,0,1,1,0,0,0,2,5,1,2,1,1,0,4,67,2,14,3,0,1,1,14,1,12,2,2,31
1012,1,6,3,0,1,0,2,4,1,0,0,0,0,0,0,3,5,0,4,1,1,0,4,89,2,7,2,1,0,1,2,5,11,2,0,36
1013,1,1,3,1,3,3,2,2,1,0,2,0,0,0,1,2,2,0,2,16,1,1,0,67,1,18,1,1,1,0,11,5,8,2,2,31
1014,1,3,1,1,4,1,4,2,1,1,0,1,0,0,0,0,2,1,2,8,1,0,4,89,4,14,3,0,0,1,6,9,24,2,3,12
1015,1,2,1,0,2,1,1,7,1,0,0,0,0,0,0,0,4,1,3,11,1,1,4,89,1,18,2,2,1,1,14,3,7,2,0,2
1016,1,3,4,0,2,0,2,2,1,0,1,0,0,0,1,0,3,0,3,24,1,0,0,89,1,18,1,2,0,1,3,5,7,2,0,2
1017,1,7,1,0,2,3,2,4,0,0,1,1,0,0,0,2,5,1,3,16,1,0,4,89,2,18,1,1,1,0,12,5,12,2,0,26
1018,0,2,0,0,2,0,2,1,0,0,0,0,0,0,1,1,2,0,2,13,1,0,4,89,1,18,2,2,0,0,1,4,7,2,0,46
1019,1,2,1,1,2,3,3,4,0,0,2,1,0,0,1,3,2,1,2,24,1,1,4,67,1,14,2,1,1,0,13,7,7,2,2,41
1020,1,4,3,0,1,1,4,4,1,0,0,1,0,1,0,0,3,1,2,5,1,1,1,40,1,22,2,0,1,0,14,9,6,3,0,3
1021,1,5,4,1,4,3,2,2,1,0,2,0,0,0,0,1,4,1,4,7,1,0,1,40,4,10,2,1,1,0,14,5,24,2,2,20
1022,0,3,1,1,1,1,3,7,1,0,1,1,0,0,0,0,1,0,1,7,1,0,3,67,2,18,2,2,0,0,2,6,11,2,2,8
1023,1,1,2,1,2,2,2,4,1,0,0,1,0,0,1,0,2,1,2,0,1,1,3,40,3,7,3,0,1,1,15,5,17,2,2,8
1024,0,4,0,1,3,0,4,6,1,0,0,1,0,0,0,0,5,0,1,17,1,1,4,89,2,14,2,1,1,0,10,8,13,2,2,8
1025,1,3,2,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1,4,3,1,0,0,89,0,7,2,1,1,0,13,1,1,2,0,2
1026,0,8,4,1,0,3,4,3,0,0,1,1,0,0,1,3,2,1,2,5,1,1,3,89,2,18,2,2,0,1,5,8,10,2,2,41
1027,1,6,0,0,3,1,1,2,0,0,0,0,0,0,1,0,4,0,2,2,1,0,1,67,2,22,3,0,1,1,9,3,13,2,0,2
1028,0,4,1,0,2,0,1,7,1,0,0,1,0,1,0,0,4,0,1,22,0,0,1,89,1,7,2,0,1,1,10,2,7,1,0,1
1029,1,1,2,1,3,3,3,1,0,0,2,1,0,0,0,2,2,0,3,3,1,1,4,67,1,18,2,2,1,1,8,7,8,2,2,31
1030,0,3,4,0,4,3,4,0,1,0,0,0,0,0,1,0,2,1,4,13,1,1,3,89,1,10,2,2,0,0,7,8,9,2,0,2
1031,1,1,2,0,2,3,2,3,0,0,2,1,0,1,1,0,0,0,3,5,0,0,4,89,1,14,2,2,0,1,1,5,7,1,0,1
1032,1,7,2,1,2,3,3,1,0,0,2,1,0,0,0,0,4,1,2,7,1,0,4,67,2,22,2,2,1,1,12,7,12,2,2,8
1033,0,1,2,1,2,3,2,2,1,0,0,1,0,0,0,3,1,0,1,4,1,0,3,89,0,14,2,1,1,1,10,4,2,2,2,41
1034,0,2,1,1,2,3,0,2,0,0,0,1,0,0,0,1,2,1,2,3,1,0,1,89,1,18,2,1,1,0,12,0,7,2,2,20
1035,0,2,2,1,4,0,0,3,0,0,0,0,0,0,1,2,3,0,2,5,1,1,1,89,1,10,2,2,0,1,1,0,9,2,2,31
1036,0,6,3,0,2,0,4,5,0,0,0,1,0,0,1,1,4,0,4,0,1,1,1,89,2,22,2,1,0,0,1,8,12,2,0,46
1037,1,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,1,3,1,0,4,67,0,10,2,1,0,0,7,3,0,2,2,8
1038,0,8,3,1,4,0,2,5,1,0,1,0,0,0,1,0,5,0,4,7,1,0,1,40,2,22,2,0,1,0,11,4,14,2,2,8
1039,1,2,1,0,2,3,0,2,0,1,3,0,0,0,1,0,4,0,3,2,1,0,2,67,1,10,2,2,1,1,9,1,7,2,1,5
1040,0,5,3,0,2,1,3,1,1,0,1,1,0,1,0,0,4,0,3,5,1,1,4,89,0,22,2,2,0,1,2,6,2,3,0,3
1041,0,8,2,1,3,0,2,3,0,0,1,1,0,0,1,1,5,0,3,5,1,1,0,67,3,7,2,0,1,1,9,4,18,2,2,20
1042,1,3,1,1,2,0,0,6,1,0,1,1,0,1,0,1,1,1,2,16,0,1,0,40,0,7,2,0,1,0,14,1,2,1,2,19
1043,0,4,1,1,2,3,2,2,1,0,2,0,0,0,0,2,2,1,3,7,1,0,2,40,1,7,2,1,1,1,14,4,7,2,2,31
1044,1,1,1,1,2,2,2,7,0,0,0,0,0,0,1,3,2,0,2,22,1,1,2,89,1,22,2,1,0,1,1,5,7,2,2,41
1045,1,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,4,0,4,21,1,0,4,40,1,10,2,1,1,1,9,3,6,2,2,8
1046,1,1,2,0,2,3,2,2,1,0,1,1,0,0,1,2,3,1,2,6,1,0,1,40,2,10,2,1,0,0,7,5,12,2,0,26
1047,1,4,0,1,2,0,4,7,1,0,1,1,0,0,1,0,2,0,3,13,1,1,0,89,1,10,2,0,1,1,11,9,7,2,2,8
1048,0,0,2,0,3,3,1,7,1,0,3,1,0,0,1,0,2,1,3,7,1,0,0,89,1,18,3,0,0,1,7,2,8,2,0,2
1049,0,0,2,1,2,3,1,1,0,0,0,1,0,0,0,3,2,1,3,23,1,1,0,40,3,22,2,1,0,0,4,2,17,2,2,41
1050,1,6,3,0,3,0,2,7,1,0,2,1,0,0,1,3,3,0,3,6,1,1,3,89,3,18,2,1,1,1,11,5,18,2,0,36
1051,0,5,0,1,2,1,1,1,1,0,0,0,0,0,0,0,2,1,3,3,1,1,1,40,2,22,2,1,1,1,14,2,12,2,2,8
1052,1,4,1,1,2,0,0,2,0,1,0,0,0,0,1,0,4,1,1,7,1,1,1,40,1,7,2,0,0,0,5,1,7,2,3,12
1053,1,4,3,1,2,1,1,4,0,0,1,1,0,0,0,3,5,1,1,12,1,0,3,89,1,10,2,1,0,1,4,3,7,2,2,41
